CRN,SUBJ,CRSE,TITLE,DAYS,START TIME,END TIME,BLDG,ROOM,INSTRUCTOR,START DATE,END DATE,WEEKS,SEATS LEFT,STATUS
55927,ENGL,101,READING AND COMPOSITION,TTH,8:00 AM,9:25 AM,MIRA,H103,"MARTINEZ, M",01/29/2018,05/26/2018,16,4,PAST ADD DATE
71424,ENGL,101,READING AND COMPOSITION,TTH,8:00 AM,9:25 AM,MIRA,H106,"DHIR, S",01/29/2018,05/26/2018,16,25,CANCELLED
30114,ENGL,101,READING AND COMPOSITION,F,9:00 AM,12:00 PM,MIRA,H103,"ARREDONDO, J",01/29/2018,05/26/2018,16,6,PAST ADD DATE
84523,ENGL,101,READING AND COMPOSITION,MW,9:35 AM,11:00 AM,MIRA,I126,"MCCULLEY, B",01/29/2018,05/26/2018,16,5,PAST ADD DATE
91061,ENGL,101,READING AND COMPOSITION,MW,9:35 AM,11:00 AM,MIRA,H103,"MARTINEZ, M",01/29/2018,05/26/2018,16,9,PAST ADD DATE
91076,ENGL,101,READING AND COMPOSITION,MW,9:35 AM,11:00 AM,MIRA,I124,"ARANCIBIA, A",01/29/2018,05/26/2018,16,0,PAST ADD DATE
71477,ENGL,101,READING AND COMPOSITION,TTH,9:35 AM,11:00 AM,MIRA,I125,"GOMEZ, R",01/29/2018,05/26/2018,16,0,PAST ADD DATE
77349,ENGL,101,READING AND COMPOSITION,TTH,9:35 AM,11:00 AM,MIRA,H106,"ANDERSEN, A",01/29/2018,05/26/2018,16,3,PAST ADD DATE
84537,ENGL,101,READING AND COMPOSITION,TTH,9:35 AM,11:00 AM,MIRA,I123,"MC CRORY, L",01/29/2018,05/26/2018,16,5,PAST ADD DATE
5299,ENGL,101,READING AND COMPOSITION,S,9:35 AM,1:35 PM,MIRA,H108,"FAZZOLARI, B",02/20/2018,05/19/2018,12,3,PAST ADD DATE
92448,ENGL,101,READING AND COMPOSITION,MW,11:10 AM,12:35 PM,MIRA,I124,"ARANCIBIA, A",01/29/2018,05/26/2018,16,0,PAST ADD DATE
71486,ENGL,101,READING AND COMPOSITION,TTH,11:10 AM,12:35 PM,MIRA,I126,"SALGADO-LEOS, L",01/29/2018,05/26/2018,16,2,PAST ADD DATE
84546,ENGL,101,READING AND COMPOSITION,TTH,11:10 AM,12:35 PM,MIRA,I125,"GOMEZ, R",01/29/2018,05/26/2018,16,0,PAST ADD DATE
95624,ENGL,101,READING AND COMPOSITION,TTH,11:10 AM,12:35 PM,MIRA,H106,"ANDERSEN, A",01/29/2018,05/26/2018,16,8,PAST ADD DATE
90554,ENGL,101,READING AND COMPOSITION,MW,12:45 PM,2:10 PM,MIRA,I126,"RODRIGUEZ, K",01/29/2018,05/26/2018,16,4,PAST ADD DATE
97318,ENGL,101,READING AND COMPOSITION,TTH,12:45 PM,2:10 PM,MIRA,I127,"MC CRORY, L",01/29/2018,05/26/2018,16,7,PAST ADD DATE
30115,ENGL,101,READING AND COMPOSITION,F,1:00 PM,4:50 PM,MIRA,H201,"GONZALEZ, A",02/20/2018,05/19/2018,12,25,CANCELLED
55983,ENGL,101,READING AND COMPOSITION,T,1:15 PM,4:25 PM,MIRA,H103,"FAZZOLARI, B",01/29/2018,05/26/2018,16,0,PAST ADD DATE
33003,ENGL,101,READING AND COMPOSITION,MW,2:20 PM,3:45 PM,MIRA,H103,"HORCASITAS, J",01/29/2018,05/26/2018,16,7,PAST ADD DATE
84558,ENGL,101,READING AND COMPOSITION,TTH,2:20 PM,3:45 PM,MIRA,H106,"NELSON, K",01/29/2018,05/26/2018,16,0,PAST ADD DATE
84560,ENGL,101,READING AND COMPOSITION,MW,4:00 PM,5:25 PM,MIRA,H104,"HORCASITAS, J",01/29/2018,05/26/2018,16,17,PAST ADD DATE
30119,ENGL,101,READING AND COMPOSITION,MW,5:00 PM,8:10 PM,MIRA,H108,STAFF,01/29/2018,03/24/2018,8,25,CANCELLED
34599,ENGL,101,READING AND COMPOSITION,MW,5:00 PM,8:10 PM,MIRA,H108,STAFF,04/02/2018,05/26/2018,8,25,CANCELLED
92429,ENGL,101,READING AND COMPOSITION,MW,5:00 PM,8:20 PM,MCASM,5305,"COCHRAN, A",01/29/2018,03/24/2018,8,14,PAST ADD DATE
92430,ENGL,101,READING AND COMPOSITION,TTH,5:00 PM,6:25 PM,MIRA,H106,"JEFFERS, M",01/29/2018,05/26/2018,16,15,PAST ADD DATE
62446,ENGL,101,READING AND COMPOSITION,M,6:35 PM,9:45 PM,MIRA,H106,"HO, J",01/29/2018,05/26/2018,16,15,PAST ADD DATE
92456,ENGL,101,READING AND COMPOSITION,T,6:35 PM,9:45 PM,MIRA,H106,"NELSON, K",01/29/2018,05/26/2018,16,0,PAST ADD DATE
81067,ENGL,101,READING AND COMPOSITION,W,6:35 PM,9:45 PM,MIRA,I108,"BACCHIA, R",01/29/2018,05/26/2018,16,25,CANCELLED
84592,ENGL,101,READING AND COMPOSITION,W,6:35 PM,9:45 PM,MIRA,I126,"CARR JR, R",01/29/2018,05/26/2018,16,25,CANCELLED
92412,ENGL,101,READING AND COMPOSITION,TH,6:35 PM,9:45 PM,MIRA,I123,"SITZER, M",01/29/2018,05/26/2018,16,18,PAST ADD DATE
5300,ENGL,105,COMPOSITION AND LITERATURE,MW,8:00 AM,9:25 AM,MIRA,H106,"ANDERSEN, A",01/29/2018,05/26/2018,16,10,PAST ADD DATE
75443,ENGL,105,COMPOSITION AND LITERATURE,MW,11:10 AM,12:35 PM,MIRA,H108,"GOMEZ, R",01/29/2018,05/26/2018,16,4,PAST ADD DATE
94268,ENGL,105,COMPOSITION AND LITERATURE,M,1:15 PM,4:25 PM,MIRA,H106,"ANDERSEN, A",01/29/2018,05/26/2018,16,25,CANCELLED
56012,ENGL,205,CRITICL THINKNG/INTRMD COMPSTN,MW,8:00 AM,9:25 AM,MIRA,I126,"NYE, E",01/29/2018,05/26/2018,16,5,PAST ADD DATE
31027,ENGL,205,CRITICL THINKNG/INTRMD COMPSTN,MW,8:55 AM,11:00 AM,MIRA,H207,"DHIR, S",02/20/2018,05/19/2018,12,3,PAST ADD DATE
84619,ENGL,205,CRITICL THINKNG/INTRMD COMPSTN,MW,9:35 AM,11:00 AM,MIRA,H206,"SANCHEZ, F",01/29/2018,05/26/2018,16,2,PAST ADD DATE
43154,ENGL,205,CRITICL THINKNG/INTRMD COMPSTN,TTH,9:35 AM,11:00 AM,MIRA,I124,"ARANCIBIA, A",01/29/2018,05/26/2018,16,0,PAST ADD DATE
68046,ENGL,205,CRITICL THINKNG/INTRMD COMPSTN,TTH,9:35 AM,11:00 AM,MIRA,I126,"SALGADO-LEOS, L",01/29/2018,05/26/2018,16,0,PAST ADD DATE
90234,ENGL,205,CRITICL THINKNG/INTRMD COMPSTN,MW,11:10 AM,12:35 PM,MIRA,H103,"MUNOZ, L",01/29/2018,05/26/2018,16,0,PAST ADD DATE
89994,ENGL,205,CRITICL THINKNG/INTRMD COMPSTN,TTH,11:10 AM,12:35 PM,MIRA,I124,"ARANCIBIA, A",01/29/2018,05/26/2018,16,0,PAST ADD DATE
77409,ENGL,205,CRITICL THINKNG/INTRMD COMPSTN,MW,12:45 PM,2:10 PM,MIRA,H108,"GOMEZ, R",01/29/2018,05/26/2018,16,0,PAST ADD DATE
97320,ENGL,205,CRITICL THINKNG/INTRMD COMPSTN,TTH,12:45 PM,2:10 PM,MIRA,I123,"TAYLOR, E",01/29/2018,05/26/2018,16,6,PAST ADD DATE
31023,ENGL,205,CRITICL THINKNG/INTRMD COMPSTN,F,1:00 PM,4:10 PM,MIRA,H103,"CARR JR, R",01/29/2018,05/26/2018,16,5,PAST ADD DATE
31026,ENGL,205,CRITICL THINKNG/INTRMD COMPSTN,M,1:15 PM,4:25 PM,MIRA,I127,"MC CRORY, L",01/29/2018,05/26/2018,16,5,PAST ADD DATE
56003,ENGL,205,CRITICL THINKNG/INTRMD COMPSTN,W,1:15 PM,4:25 PM,MIRA,I123,"GARDELLA, A",01/29/2018,05/26/2018,16,2,PAST ADD DATE
31025,ENGL,205,CRITICL THINKNG/INTRMD COMPSTN,MW,5:00 PM,8:10 PM,MIRA,I124,"RODRIGUEZ, K",04/02/2018,05/26/2018,8,4,PAST ADD DATE
77423,ENGL,205,CRITICL THINKNG/INTRMD COMPSTN,MW,5:00 PM,6:25 PM,MIRA,H103,"REED, C",01/29/2018,05/26/2018,16,8,PAST ADD DATE
84622,ENGL,205,CRITICL THINKNG/INTRMD COMPSTN,MW,5:00 PM,6:25 PM,MIRA,H105,"BOCHAROVA, J",01/29/2018,05/26/2018,16,1,PAST ADD DATE
90650,ENGL,205,CRITICL THINKNG/INTRMD COMPSTN,MW,5:00 PM,8:10 PM,MCASM,5305,"COCHRAN, A",04/02/2018,05/26/2018,8,14,PAST ADD DATE
77414,ENGL,205,CRITICL THINKNG/INTRMD COMPSTN,TTH,5:00 PM,6:25 PM,MIRA,H103,"REED, C",01/29/2018,05/26/2018,16,10,PAST ADD DATE
61598,ENGL,205,CRITICL THINKNG/INTRMD COMPSTN,M,6:35 PM,9:45 PM,MIRA,I126,"ARREDONDO, J",01/29/2018,05/26/2018,16,0,PAST ADD DATE
84606,ENGL,205,CRITICL THINKNG/INTRMD COMPSTN,M,6:35 PM,9:45 PM,MIRA,H105,"BOCHAROVA, J",01/29/2018,05/26/2018,16,25,CANCELLED
77446,ENGL,205,CRITICL THINKNG/INTRMD COMPSTN,T,6:35 PM,9:45 PM,MIRA,H108,"JEFFERS, M",01/29/2018,05/26/2018,16,12,PAST ADD DATE
93021,ENGL,205,CRITICL THINKNG/INTRMD COMPSTN,W,6:35 PM,9:45 PM,MIRA,H208,STAFF,01/29/2018,05/26/2018,16,25,CANCELLED
31022,ENGL,205,CRITICL THINKNG/INTRMD COMPSTN,TH,6:35 PM,9:45 PM,MIRA,H106,"JEFFERS, M",01/29/2018,05/26/2018,16,9,PAST ADD DATE
36039,ENGL,205,HONORS: CRTCL THKNG INTMD COMP,TTH,9:35 AM,11:00 AM,MIRA,I124,"ARANCIBIA, A",01/29/2018,05/26/2018,16,0,PAST ADD DATE
36044,ENGL,205,HONORS: CRTCL THNKNG ITMD COMP,MW,8:00 AM,9:25 AM,MIRA,I126,"NYE, E",01/29/2018,05/26/2018,16,0,PAST ADD DATE
36099,ENGL,205,HONORS: CRTCL THNKNG ITMD COMP,MW,9:35 AM,11:00 AM,MIRA,H206,"SANCHEZ, F",01/29/2018,05/26/2018,16,0,PAST ADD DATE
36047,ENGL,205,HONORS: CRTCL THNKNG ITMD COMP,TTH,9:35 AM,11:00 AM,MIRA,I126,"SALGADO-LEOS, L",01/29/2018,05/26/2018,16,0,PAST ADD DATE
36040,ENGL,205,HONORS: CRTCL THNKNG ITMD COMP,TTH,11:10 AM,12:35 PM,MIRA,I124,"ARANCIBIA, A",01/29/2018,05/26/2018,16,0,PAST ADD DATE
36048,ENGL,205,HONORS: CRTCL THNKNG ITMD COMP,TTH,12:45 PM,2:10 PM,MIRA,I123,"TAYLOR, E",01/29/2018,05/26/2018,16,0,PAST ADD DATE
36043,ENGL,205,HONORS: CRTCL THNKNG ITMD COMP,M,1:15 PM,4:25 PM,MIRA,I127,"MC CRORY, L",01/29/2018,05/26/2018,16,0,PAST ADD DATE
36041,ENGL,205,HONORS: CRTCL THNKNG ITMD COMP,W,1:15 PM,4:25 PM,MIRA,I123,"GARDELLA, A",01/29/2018,05/26/2018,16,0,PAST ADD DATE
36046,ENGL,205,HONORS: CRTCL THNKNG ITMD COMP,MW,5:00 PM,6:25 PM,MIRA,H103,"REED, C",01/29/2018,05/26/2018,16,0,PAST ADD DATE
36045,ENGL,205,HONORS: CRTCL THNKNG ITMD COMP,TTH,5:00 PM,6:25 PM,MIRA,H103,"REED, C",01/29/2018,05/26/2018,16,0,PAST ADD DATE
36042,ENGL,205,HONORS: CRTCL THNKNG ITMD COMP,TH,6:35 PM,9:45 PM,MIRA,H106,"JEFFERS, M",01/29/2018,05/26/2018,16,0,PAST ADD DATE
89981,ENGL,205,HONORS: CRTCL THNKNG/ITMD COMP,TTH,11:10 AM,12:35 PM,MIRA,I127,"JAY, C",01/29/2018,05/26/2018,16,0,PAST ADD DATE
36049,ENGL,208,HONORS: INTRO TO LITERATURE,TTH,9:35 AM,11:00 AM,MIRA,I127,"JAY, C",01/29/2018,05/26/2018,16,0,PAST ADD DATE
75451,ENGL,208,INTRODUCTION TO LITERATURE,TTH,9:35 AM,11:00 AM,MIRA,I127,"JAY, C",01/29/2018,05/26/2018,16,13,PAST ADD DATE
84571,ENGL,211,AMERICAN LITERATURE II,MW,9:35 AM,11:00 AM,MIRA,H106,"ANDERSEN, A",01/29/2018,05/26/2018,16,11,PAST ADD DATE
36050,ENGL,211,HONORS: AMERICAN LIT II,MW,9:35 AM,11:00 AM,MIRA,H106,"ANDERSEN, A",01/29/2018,05/26/2018,16,1,PAST ADD DATE
7652,ENGL,265C,ACCELERATED ENGLISH,MW,12:55 PM,1:55 PM,MIRA,I124,"ARANCIBIA, A",01/29/2018,05/26/2018,16,0,PAST ADD DATE
5554,ENGL,265C,ACCELERATED ENGLISH,TTH,12:55 PM,1:55 PM,MIRA,I125,"GOMEZ, R",01/29/2018,05/26/2018,16,0,PAST ADD DATE
7669,ENGL,265C,ACCELERATED ENGLISH,TTH,12:55 PM,1:55 PM,MIRA,H106,"ANDERSEN, A",01/29/2018,05/26/2018,16,18,PAST ADD DATE
33004,ENGL,265C,ACCELERATED ENGLISH,MW,5:35 PM,6:35 PM,MIRA,CLSRM,"HORCASITAS, J",01/29/2018,05/26/2018,16,25,CANCELLED
72603,ESOL,019A,TRANSITIONAL ENGLISH FOR ESOL,TWTH,8:10 AM,10:50 AM,MIRA,I110,"HOYLE, C",01/29/2018,05/26/2018,16,1,PAST ADD DATE
72612,ESOL,019A,TRANSITIONAL ENGLISH FOR ESOL,TTH,6:30 PM,9:15 PM,MIRA,I110,"PARKER, T",01/29/2018,05/26/2018,16,10,PAST ADD DATE
72612,ESOL,019A,TRANSITIONAL ENGLISH FOR ESOL,W,6:30 PM,9:15 PM,MIRA,I127,,01/29/2018,05/26/2018,16,10,PAST ADD DATE
92627,ESOL,20,WRTG/NONNATIVE SPKRS OF ENGL I,MW,9:35 AM,12:35 PM,MIRA,I101A,"JAMAL, A",01/29/2018,05/26/2018,16,0,PAST ADD DATE
92652,ESOL,20,WRTG/NONNATIVE SPKRS OF ENGL I,TTH,6:35 PM,9:45 PM,MIRA,I125,"YANG, J",01/29/2018,05/26/2018,16,1,PAST ADD DATE
92638,ESOL,21,RDG/NONNATIVE SPKRS OF ENGL I,TTH,9:35 AM,11:00 AM,MIRA,H107,"LANGE, S",01/29/2018,05/26/2018,16,1,PAST ADD DATE
92669,ESOL,21,RDG/NONNATIVE SPKRS OF ENGL I,MW,6:35 PM,8:00 PM,MIRA,I123,"SALERNI, K",01/29/2018,05/26/2018,16,0,PAST ADD DATE
92640,ESOL,22,LIST&SPKG/NONNATIVESPKRS/ENG I,TTH,11:10 AM,12:35 PM,MIRA,I123,"VINEBERG, E",01/29/2018,05/26/2018,16,6,PAST ADD DATE
92674,ESOL,22,LIST&SPKG/NONNATIVESPKRS/ENG I,MW,8:10 PM,9:35 PM,MIRA,I123,"CARNERIE, A",01/29/2018,05/26/2018,16,5,PAST ADD DATE
96675,ESOL,30,WRTG/NONNATIVE SPKRS/ENGL II,MW,9:35 AM,12:35 PM,MIRA,H203,"REINSTEIN, K",01/29/2018,05/26/2018,16,0,PAST ADD DATE
92683,ESOL,30,WRTG/NONNATIVE SPKRS/ENGL II,TTH,6:35 PM,9:45 PM,MIRA,I108,"POUSSON, G",01/29/2018,05/26/2018,16,0,PAST ADD DATE
97336,ESOL,31,RDG/NONNATIVE SPKRS OF ENGL II,TTH,9:35 AM,11:00 AM,MIRA,H105,"JAMAL, A",01/29/2018,05/26/2018,16,0,PAST ADD DATE
92695,ESOL,31,RDG/NONNATIVE SPKRS OF ENGL II,MW,6:35 PM,8:00 PM,MIRA,I125,"YANG, J",01/29/2018,05/26/2018,16,0,PAST ADD DATE
96681,ESOL,32,LIST/SPK/NONNATIVESPKRS/ENG II,TTH,11:10 AM,12:35 PM,MIRA,H107,"MADULI-WILLIAMS, D",01/29/2018,05/26/2018,16,3,PAST ADD DATE
92704,ESOL,32,LIST/SPK/NONNATIVESPKRS/ENG II,MW,8:10 PM,9:35 PM,MIRA,I125,"MANEEVONE, M",01/29/2018,05/26/2018,16,1,PAST ADD DATE
96667,ESOL,40,RDG/WRT/NONNATIVE SPKR/ENG III,MW,9:35 AM,12:35 PM,MIRA,H107,"MADULI-WILLIAMS, D",01/29/2018,05/26/2018,16,0,PAST ADD DATE
92710,ESOL,40,RDG/WRT/NONNATIVE SPKR/ENG III,TTH,6:35 PM,9:45 PM,MIRA,I126,"CARNERIE, A",01/29/2018,05/26/2018,16,8,PAST ADD DATE
57707,EXSC,113A,SWIMMING I,TTH,9:35 AM,11:00 AM,MIRA,POOL,"JENNINGS, A",01/29/2018,05/26/2018,16,0,PAST ADD DATE
57715,EXSC,113B,SWIMMING II,TTH,9:35 AM,11:00 AM,MIRA,POOL,"JENNINGS, A",01/29/2018,05/26/2018,16,0,PAST ADD DATE
57721,EXSC,113C,SWIMMING III,TTH,9:35 AM,11:00 AM,MIRA,POOL,"JENNINGS, A",01/29/2018,05/26/2018,16,0,PAST ADD DATE
57739,EXSC,113D,SWIMMING IV,TTH,9:35 AM,11:00 AM,MIRA,POOL,"JENNINGS, A",01/29/2018,05/26/2018,16,1,PAST ADD DATE
52626,EXSC,114A,AQUATIC FITNESS I,TTH,11:10 AM,12:35 PM,MIRA,POOL,"JENNINGS, A",01/29/2018,05/26/2018,16,0,PAST ADD DATE
52634,EXSC,114B,AQUATIC FITNESS II,TTH,11:10 AM,12:35 PM,MIRA,POOL,"JENNINGS, A",01/29/2018,05/26/2018,16,6,PAST ADD DATE
52643,EXSC,114C,AQUATIC FITNESS III,TTH,11:10 AM,12:35 PM,MIRA,POOL,"JENNINGS, A",01/29/2018,05/26/2018,16,2,PAST ADD DATE
52651,EXSC,114D,AQUATIC FITNESS IV,TTH,11:10 AM,12:35 PM,MIRA,POOL,"JENNINGS, A",01/29/2018,05/26/2018,16,3,PAST ADD DATE
32013,EXSC,124A,AEROBIC/CORE CONDITIONING I,TBA,0:00,0:00,MIRA,J203,"EGIDIO, J",01/29/2018,05/26/2018,16,10,ADD CODE REQUIRED
32014,EXSC,124A,AEROBIC/CORE CONDITIONING I,TBA,0:00,0:00,MIRA,J203,"VALENCY, C",01/29/2018,05/26/2018,16,11,ADD CODE REQUIRED
32015,EXSC,124A,AEROBIC/CORE CONDITIONING I,TBA,0:00,0:00,MIRA,J203,"MATTSON, A",01/29/2018,05/26/2018,16,11,ADD CODE REQUIRED
32016,EXSC,124A,AEROBIC/CORE CONDITIONING I,TBA,0:00,0:00,MIRA,J203,"JARKA, M",01/29/2018,05/26/2018,16,11,ADD CODE REQUIRED
52230,EXSC,124A,AEROBIC/CORE CONDITIONING I,TBA,0:00,0:00,MIRA,J203,"YOO, H",01/29/2018,05/26/2018,16,10,ADD CODE REQUIRED
52256,EXSC,124A,AEROBIC/CORE CONDITIONING I,TBA,0:00,0:00,MIRA,J203,"ROTHENBERG-CUNNINGHAM, A",01/29/2018,05/26/2018,16,6,ADD CODE REQUIRED
52267,EXSC,124A,AEROBIC/CORE CONDITIONING I,TBA,0:00,0:00,MIRA,J203,"BRASS, M",01/29/2018,05/26/2018,16,15,ADD CODE REQUIRED
52281,EXSC,124A,AEROBIC/CORE CONDITIONING I,TBA,0:00,0:00,MIRA,J203,"TORRECILLAS SANCHEZ, E",01/29/2018,05/26/2018,16,14,ADD CODE REQUIRED
87364,EXSC,124A,AEROBIC/CORE CONDITIONING I,TBA,0:00,0:00,MIRA,J203,"TORRECILLAS SANCHEZ, E",01/29/2018,05/26/2018,16,16,ADD CODE REQUIRED
87565,EXSC,124A,AEROBIC/CORE CONDITIONING I,TBA,0:00,0:00,MIRA,J203,"MALONE, T",01/29/2018,05/26/2018,16,11,ADD CODE REQUIRED
87694,EXSC,124A,AEROBIC/CORE CONDITIONING I,TBA,0:00,0:00,MIRA,J203,"BOYD, J",01/29/2018,05/26/2018,16,17,ADD CODE REQUIRED
52192,EXSC,124A,AEROBIC/CORE CONDITIONING I,TBA,0:00,0:00,MIRA,J203,"TYNDALL, A",01/29/2018,05/26/2018,16,5,ADD CODE REQUIRED
52203,EXSC,124A,AEROBIC/CORE CONDITIONING I,TBA,0:00,0:00,MIRA,J203,"BORIN, W",01/29/2018,05/26/2018,16,0,ADD CODE REQUIRED
52212,EXSC,124A,AEROBIC/CORE CONDITIONING I,TBA,0:00,0:00,MIRA,J203,"GUTOWSKI, D",01/29/2018,05/26/2018,16,2,ADD CODE REQUIRED
52229,EXSC,124A,AEROBIC/CORE CONDITIONING I,TBA,0:00,0:00,MIRA,J203,"GEHLER, N",01/29/2018,05/26/2018,16,10,ADD CODE REQUIRED
87341,EXSC,124A,AEROBIC/CORE CONDITIONING I,TBA,0:00,0:00,MIRA,J203,"CAIN, M",01/29/2018,05/26/2018,16,6,ADD CODE REQUIRED
87629,EXSC,124A,AEROBIC/CORE CONDITIONING I,TBA,0:00,0:00,MIRA,J203,"EGIDIO, J",01/29/2018,05/26/2018,16,0,ADD CODE REQUIRED
52248,EXSC,124B,AEROBIC/CORE CONDITIONING II,TBA,0:00,0:00,MIRA,J203,STAFF,01/29/2018,05/26/2018,16,20,CANCELLED
58892,EXSC,124B,AEROBIC/CORE CONDITIONING II,TBA,0:00,0:00,MIRA,J203,"JARKA, M",01/29/2018,05/26/2018,16,0,ADD CODE REQUIRED
71490,EXSC,124B,AEROBIC/CORE CONDITIONING II,TBA,0:00,0:00,MIRA,J203,"TORRECILLAS SANCHEZ, E",01/29/2018,05/26/2018,16,0,ADD CODE REQUIRED
87534,EXSC,124B,AEROBIC/CORE CONDITIONING II,TBA,0:00,0:00,MIRA,J203,"MALONE, T",01/29/2018,05/26/2018,16,0,ADD CODE REQUIRED
87517,EXSC,124B,AEROBIC/CORE CONDITIONING II,TBA,0:00,0:00,MIRA,J203,"GEHLER, N",01/29/2018,05/26/2018,16,4,ADD CODE REQUIRED
87578,EXSC,124B,AEROBIC/CORE CONDITIONING II,TBA,0:00,0:00,MIRA,J203,"CAIN, M",01/29/2018,05/26/2018,16,0,ADD CODE REQUIRED
52275,EXSC,124C,AEROBIC/CORE CONDITIONING III,TBA,0:00,0:00,MIRA,J203,"BRASS, M",01/29/2018,05/26/2018,16,3,PAST ADD DATE
71509,EXSC,124C,AEROBIC/CORE CONDITIONING III,TBA,0:00,0:00,MIRA,J203,"YOO, H",01/29/2018,05/26/2018,16,3,ADD CODE REQUIRED
87495,EXSC,124C,AEROBIC/CORE CONDITIONING III,TBA,0:00,0:00,MIRA,J203,"ROTHENBERG-CUNNINGHAM, A",01/29/2018,05/26/2018,16,6,ADD CODE REQUIRED
87543,EXSC,124C,AEROBIC/CORE CONDITIONING III,TBA,0:00,0:00,MIRA,J203,"MATTSON, A",01/29/2018,05/26/2018,16,10,ADD CODE REQUIRED
9693,EXSC,124C,AEROBIC/CORE CONDITIONING III,TBA,0:00,0:00,MIRA,J203,"TYNDALL, A",01/29/2018,05/26/2018,16,7,ADD CODE REQUIRED
87580,EXSC,124C,AEROBIC/CORE CONDITIONING III,TBA,0:00,0:00,MIRA,J203,"BORIN, W",01/29/2018,05/26/2018,16,1,ADD CODE REQUIRED
87612,EXSC,124C,AEROBIC/CORE CONDITIONING III,TBA,0:00,0:00,MIRA,J203,"EGIDIO, J",01/29/2018,05/26/2018,16,1,ADD CODE REQUIRED
35110,EXSC,124D,AEROBIC/CORE CONDITIONING IV,TBA,0:00,0:00,MIRA,J203,"TORRECILLAS SANCHEZ, E",01/29/2018,05/26/2018,16,6,ADD CODE REQUIRED
87502,EXSC,124D,AEROBIC/CORE CONDITIONING IV,TBA,0:00,0:00,MIRA,J203,"BOYD, J",01/29/2018,05/26/2018,16,6,ADD CODE REQUIRED
52294,EXSC,124D,AEROBIC/CORE CONDITIONING IV,TBA,0:00,0:00,MIRA,J203,"GUTOWSKI, D",01/29/2018,05/26/2018,16,1,ADD CODE REQUIRED
6387,EXSC,126A,CARDIO CONDITIONING I,TBA,0:00,0:00,MIRA,WEB,"PORTER, R",01/29/2018,03/24/2018,8,0,PAST ADD DATE
6654,EXSC,126A,CARDIO CONDITIONING I,TBA,0:00,0:00,MIRA,WEB,"PORTER, R",04/02/2018,05/26/2018,8,0,PAST ADD DATE
35260,EXSC,126A,CARDIO CONDITIONING I,TBA,0:00,0:00,MIRA,WEB,"PORTER, R",04/02/2018,05/26/2018,8,6,PAST ADD DATE
6393,EXSC,126B,CARDIO CONDITIONING II,TBA,0:00,0:00,MIRA,WEB,"PORTER, R",01/29/2018,03/24/2018,8,0,PAST ADD DATE
6663,EXSC,126B,CARDIO CONDITIONING II,TBA,0:00,0:00,MIRA,WEB,"PORTER, R",04/02/2018,05/26/2018,8,1,PAST ADD DATE
40224,EXSC,126B,CARDIO CONDITIONING II,TBA,0:00,0:00,MIRA,WEB,"PORTER, R",04/02/2018,05/26/2018,8,2,PAST ADD DATE
6361,EXSC,130A,INDOOR CYCLING I,MW,6:35 PM,8:00 PM,MIRA,J224,"CATCHPOLE, H",01/29/2018,05/26/2018,16,5,PAST ADD DATE
6376,EXSC,130B,INDOOR CYCLING II,MW,6:35 PM,8:00 PM,MIRA,J224,"CATCHPOLE, H",01/29/2018,05/26/2018,16,8,PAST ADD DATE
35035,EXSC,135A,FUNDAMENTAL INDIVIDUAL COND.,S,10:15 AM,12:00 PM,MIRA,J101,"BORIN, W",01/29/2018,05/26/2018,16,7,PAST ADD DATE
35036,EXSC,135B,BEGINNING INDIVIDUAL CONDITION,S,10:15 AM,12:00 PM,MIRA,J101,"BORIN, W",01/29/2018,05/26/2018,16,10,PAST ADD DATE
35037,EXSC,135C,INTERMEDIATE INDIVIDUAL COND.,S,10:15 AM,12:00 PM,MIRA,J101,"BORIN, W",01/29/2018,05/26/2018,16,3,PAST ADD DATE
35038,EXSC,135D,ADVANCED INDIVIDUAL COND.,S,10:15 AM,12:00 PM,MIRA,J101,"BORIN, W",01/29/2018,05/26/2018,16,2,PAST ADD DATE
3516,EXSC,136A,SPORTS CONDITIONING I,MW,8:00 AM,9:25 AM,MIRA,J203,"TYNDALL, A",01/29/2018,05/26/2018,16,11,PAST ADD DATE
3527,EXSC,136B,SPORTS CONDITIONING II,MW,8:00 AM,9:25 AM,MIRA,J203,"TYNDALL, A",01/29/2018,05/26/2018,16,6,PAST ADD DATE
35000,EXSC,139A,WEIGHT TRAINING I,TTH,8:00 AM,9:00 AM,MIRA,J201,"JENNINGS, A",01/29/2018,05/26/2018,16,3,PAST ADD DATE
40033,EXSC,139A,WEIGHT TRAINING I,TTH,11:10 AM,12:10 PM,MIRA,J201,"GEHLER, N",01/29/2018,05/26/2018,16,15,CANCELLED
87942,EXSC,139A,WEIGHT TRAINING I,TTH,5:00 PM,6:00 PM,MIRA,J201,"SMITH, M",01/29/2018,05/26/2018,16,1,PAST ADD DATE
52841,EXSC,139A,WEIGHT TRAINING I,MW,6:35 PM,7:35 PM,MIRA,J201,STAFF,01/29/2018,05/26/2018,16,15,CANCELLED
3478,EXSC,139A,WEIGHT TRAINING I,TTH,7:00 AM,8:25 AM,MIRA,J201,"CAIN, M",01/29/2018,05/26/2018,16,5,PAST ADD DATE
72224,EXSC,139A,WEIGHT TRAINING I,MW,9:35 AM,11:00 AM,MIRA,J201,"LANDICHO, J",01/29/2018,05/26/2018,16,0,PAST ADD DATE
